ticket_id,text,category,priority
TKT-11853,Urgent: What are your customer support hours? Please help.,General Query,Low
TKT-10407,Urgent: Does your platform support GDPR compliance features? Please help.,General Query,Medium
TKT-10920,"Hello, I need to transfer my account to a new email address.",Account,Medium
TKT-10537,"Hi support team, All admin users have been accidentally removed and we are locked out.",Account,High
TKT-10758,Urgent: Do you offer annual billing discounts? Please help.,Billing,Low
TKT-11904,Urgent: What payment methods do you accept? Thanks in advance.,Billing,Low
TKT-11062,"Good morning, Can you explain the charge on my latest billing statement? Please help.",Billing,Medium
TKT-11199,Urgent: I need to transfer my account to a new email address.,Account,Medium
TKT-10245,"Hi support team, We would love a dark mode option for the web interface.",Feature Request,Medium
TKT-11416,"Hello, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-11127,Please add the ability to pin important messages.,Feature Request,Low
TKT-10784,Urgent: I have a question about my invoice from last month.,Billing,Medium
TKT-11742,Urgent: Legal team needs your data processing agreement urgently for contract signing. Please help.,General Query,High
TKT-10489,"Hi support team, I suspect my account has been compromised with logins from unknown locations. Thanks in advance.",Account,High
TKT-10154,What payment methods do you accept? Please help.,Billing,Low
TKT-10961,"Good morning, I need to update my company details and billing address. This is affecting my work.",Account,Medium
TKT-10853,"The UI looks slightly broken on Safari, minor layout issue. Thanks in advance.",Technical Issue,Low
TKT-11311,"Good morning, Can you explain how your data backup and recovery process works?",General Query,Medium
TKT-10625,My account has been locked and I cannot access critical business data.,Account,High
TKT-10685,Urgent: How do I update my notification preferences? This is affecting my work.,Account,Low
TKT-11561,Urgent: It would be great to have a calendar view for task management.,Feature Request,Medium
TKT-10569,I need to transfer my account to a new email address.,Account,Medium
TKT-11908,"Hi support team, We would love a dark mode option for the web interface. Please help.",Feature Request,Medium
TKT-10017,"Hello, Minor lag when switching between tabs in the dashboard. This is affecting my work.",Technical Issue,Low
TKT-10127,"Hi support team, I need to update my company details and billing address.",Account,Medium
TKT-11346,I need to update my billing information and payment method. Thanks in advance.,Billing,Medium
TKT-11279,"Hello, Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.",Technical Issue,Medium
TKT-11968,"Hello, How do I add a team member with limited permissions to my account? Please help.",Account,Medium
TKT-10927,Can I get a receipt for my last payment?,Billing,Low
TKT-10980,"Good morning, Do you offer annual billing discounts? This is affecting my work.",Billing,Low
TKT-11964,What integrations do you support with third-party tools?,General Query,Medium
TKT-10190,Does your platform support GDPR compliance features? Thanks in advance.,General Query,Medium
TKT-11139,"The UI looks slightly broken on Safari, minor layout issue. This is affecting my work.",Technical Issue,Low
TKT-10992,"Good morning, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-11955,"Hello, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-11656,"Good morning, API returning 500 errors for all requests. Our entire workflow is blocked. Thanks in advance.",Technical Issue,High
TKT-10606,Urgent: What payment methods do you accept? Please help.,Billing,Low
TKT-10180,Urgent: Where can I find my account ID? Thanks in advance.,Account,Low
TKT-10301,"Hi support team, Legal team needs your data processing agreement urgently for contract signing.",General Query,High
TKT-10496,"Good morning, What is your uptime SLA and how do you handle planned maintenance?",General Query,Medium
TKT-11720,"Good morning, Dark mode has a small color inconsistency on the settings page.",Technical Issue,Low
TKT-11709,"Good morning, The mobile app crashes whenever I try to upload an image. This is affecting my work.",Technical Issue,Medium
TKT-11887,"Good morning, I suspect my account has been compromised with logins from unknown locations. Thanks in advance.",Account,High
TKT-11991,When does my billing cycle reset each month? This is affecting my work.,Billing,Low
TKT-10517,Urgent: We need audit logs for compliance or we cannot use your service. Please help.,Feature Request,High
TKT-11984,When does my billing cycle reset each month? Please help.,Billing,Low
TKT-11069,"Hi support team, I need to update my company details and billing address. Please help.",Account,Medium
TKT-10476,Urgent: Where can I find my account ID?,Account,Low
TKT-10157,Urgent: My account has been locked and I cannot access critical business data.,Account,High
TKT-11243,"Good morning, What integrations do you support with third-party tools? Thanks in advance.",General Query,Medium
TKT-11195,My account has been locked and I cannot access critical business data.,Account,High
TKT-10016,"Hello, API returning 500 errors for all requests. Our entire workflow is blocked.",Technical Issue,High
TKT-11535,The mobile app crashes whenever I try to upload an image. Please help.,Technical Issue,Medium
TKT-11072,Login is broken for all users in our organization. Please help.,Technical Issue,High
TKT-11971,"Good morning, I need to update my billing information and payment method. Please help.",Billing,Medium
TKT-10546,I keep getting a 404 error when trying to access the reports section. Thanks in advance.,Technical Issue,Medium
TKT-11539,The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-10658,I need to update my billing information and payment method. Please help.,Billing,Medium
TKT-11625,Could you add drag and drop support for file attachments?,Feature Request,Low
TKT-11019,"Hi support team, I have a question about my invoice from last month.",Billing,Medium
TKT-11662,"Hi support team, I would like to downgrade my plan and understand the billing impact. Please help.",Billing,Medium
TKT-11504,"Good morning, Legal team needs your data processing agreement urgently for contract signing. Thanks in advance.",General Query,High
TKT-10959,"Hi support team, How do I update my notification preferences?",Account,Low
TKT-11881,"Good morning, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-10283,Urgent: We would love a dark mode option for the web interface.,Feature Request,Medium
TKT-10797,Urgent: Minor lag when switching between tabs in the dashboard. This is affecting my work.,Technical Issue,Low
TKT-11626,"Good morning, Your service is completely down. We cannot access the platform at all. Please help.",Technical Issue,High
TKT-10225,"Hello, What is your uptime SLA and how do you handle planned maintenance? This is affecting my work.",General Query,Medium
TKT-10026,Urgent: Would be nice to have more color themes available. This is affecting my work.,Feature Request,Low
TKT-11770,Urgent: The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-10437,Urgent: Do you offer annual billing discounts? This is affecting my work.,Billing,Low
TKT-11948,"Hi support team, Do you offer annual billing discounts? Please help.",Billing,Low
TKT-11388,Urgent: The export feature is not working correctly. Files download but are empty. Thanks in advance.,Technical Issue,Medium
TKT-10229,"Hi support team, Dark mode has a small color inconsistency on the settings page. Thanks in advance.",Technical Issue,Low
TKT-10037,"Hi support team, My account has been locked and I cannot access critical business data. This is affecting my work.",Account,High
TKT-10749,"Hello, The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-11045,Can you add keyboard shortcuts for common actions? Please help.,Feature Request,Medium
TKT-11398,"Good morning, What are your customer support hours?",General Query,Low
TKT-10469,"Good morning, How do I update my notification preferences?",Account,Low
TKT-11692,Our entire team is blocked without bulk export functionality. This is business critical.,Feature Request,High
TKT-11967,"Hello, I need to update my company details and billing address. This is affecting my work.",Account,Medium
TKT-10687,"Hi support team, Legal team needs your data processing agreement urgently for contract signing.",General Query,High
TKT-11843,Would be nice to have more color themes available. This is affecting my work.,Feature Request,Low
TKT-10639,"Hi support team, When does my billing cycle reset each month? Please help.",Billing,Low
TKT-11712,What integrations do you support with third-party tools? Please help.,General Query,Medium
TKT-11218,Where can I find my account ID? This is affecting my work.,Account,Low
TKT-11158,API returning 500 errors for all requests. Our entire workflow is blocked. Thanks in advance.,Technical Issue,High
TKT-11415,"Hi support team, Login is broken for all users in our organization. Thanks in advance.",Technical Issue,High
TKT-11527,Critical bug: all our user data appears corrupted after the last update.,Technical Issue,High
TKT-11655,"Hi support team, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-11300,I need to transfer my account to a new email address. This is affecting my work.,Account,Medium
TKT-11822,Urgent: Please add the ability to pin important messages.,Feature Request,Low
TKT-10800,Critical bug: all our user data appears corrupted after the last update. Thanks in advance.,Technical Issue,High
TKT-11603,All admin users have been accidentally removed and we are locked out.,Account,High
TKT-10160,Urgent: We need audit logs for compliance or we cannot use your service.,Feature Request,High
TKT-10956,"The UI looks slightly broken on Safari, minor layout issue. Please help.",Technical Issue,Low
TKT-11186,Urgent: I keep getting a 404 error when trying to access the reports section. Thanks in advance.,Technical Issue,Medium
TKT-10821,"Hello, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-11681,"Hello, What integrations do you support with third-party tools? Please help.",General Query,Medium
TKT-10877,API returning 500 errors for all requests. Our entire workflow is blocked. Please help.,Technical Issue,High
TKT-10913,I need to update my company details and billing address. This is affecting my work.,Account,Medium
TKT-10152,"Hi support team, Where can I find my account ID?",Account,Low
TKT-11870,"Hi support team, Your service is completely down. We cannot access the platform at all.",Technical Issue,High
TKT-11776,Urgent: Can I get a receipt for my last payment? This is affecting my work.,Billing,Low
TKT-10509,"Hello, My account has been locked and I cannot access critical business data. This is affecting my work.",Account,High
TKT-11135,"Hi support team, The export feature is not working correctly. Files download but are empty. This is affecting my work.",Technical Issue,Medium
TKT-11250,When does my billing cycle reset each month? Please help.,Billing,Low
TKT-11683,"Hi support team, I need to update my billing information and payment method. Please help.",Billing,Medium
TKT-10103,"Hi support team, Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.",Technical Issue,Medium
TKT-11445,"Good morning, Can I add a profile picture to my account?",Account,Low
TKT-11443,Dashboard widgets are not loading properly on Chrome browser. This is affecting my work.,Technical Issue,Medium
TKT-10586,"Hi support team, How do I change my display name on my profile? Thanks in advance.",Account,Low
TKT-11768,"Hello, What languages does your platform support? This is affecting my work.",General Query,Low
TKT-11143,"Hello, What integrations do you support with third-party tools?",General Query,Medium
TKT-10053,Double billing occurred on my account. Need immediate resolution.,Billing,High
TKT-10151,"Good morning, How do I add a team member with limited permissions to my account?",Account,Medium
TKT-10403,"Hi support team, How do I add a team member with limited permissions to my account?",Account,Medium
TKT-11942,Urgent: All admin users have been accidentally removed and we are locked out. Thanks in advance.,Account,High
TKT-10207,Urgent: Please add the ability to pin important messages. This is affecting my work.,Feature Request,Low
TKT-11894,Urgent: I have a question about my invoice from last month.,Billing,Medium
TKT-11122,"Good morning, API returning 500 errors for all requests. Our entire workflow is blocked. This is affecting my work.",Technical Issue,High
TKT-11890,Can I add a profile picture to my account? Thanks in advance.,Account,Low
TKT-10008,Urgent: We would love a dark mode option for the web interface.,Feature Request,Medium
TKT-11014,Does your platform support GDPR compliance features? Thanks in advance.,General Query,Medium
TKT-11906,"Good morning, Please add the ability to pin important messages.",Feature Request,Low
TKT-11060,Urgent: Do you offer annual billing discounts? This is affecting my work.,Billing,Low
TKT-10452,What integrations do you support with third-party tools? Thanks in advance.,General Query,Medium
TKT-10253,"Hi support team, The export feature is not working correctly. Files download but are empty. Thanks in advance.",Technical Issue,Medium
TKT-11327,I keep getting a 404 error when trying to access the reports section.,Technical Issue,Medium
TKT-10896,"Hello, Minor lag when switching between tabs in the dashboard. Thanks in advance.",Technical Issue,Low
TKT-11733,How do I add a team member with limited permissions to my account?,Account,Medium
TKT-10880,"Hello, We need audit logs for compliance or we cannot use your service. Please help.",Feature Request,High
TKT-11595,Your service is completely down. We cannot access the platform at all.,Technical Issue,High
TKT-11888,"Good morning, I need to update my company details and billing address.",Account,Medium
TKT-10623,"Hi support team, Does your platform support GDPR compliance features? Thanks in advance.",General Query,Medium
TKT-10345,"Good morning, I need to update my company details and billing address. Thanks in advance.",Account,Medium
TKT-11702,"Good morning, My account has been locked and I cannot access critical business data.",Account,High
TKT-10262,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. Please help.,General Query,High
TKT-11634,When does my billing cycle reset each month? Please help.,Billing,Low
TKT-11321,My credit card was billed without authorization. This needs urgent attention. Thanks in advance.,Billing,High
TKT-11438,I have a question about my invoice from last month.,Billing,Medium
TKT-10150,Urgent: API returning 500 errors for all requests. Our entire workflow is blocked. This is affecting my work.,Technical Issue,High
TKT-10472,"The UI looks slightly broken on Safari, minor layout issue. Please help.",Technical Issue,Low
TKT-10640,"Hello, What are your customer support hours?",General Query,Low
TKT-11982,"Hello, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-11882,"Hello, When does my billing cycle reset each month? This is affecting my work.",Billing,Low
TKT-10550,"Hello, Minor lag when switching between tabs in the dashboard. Please help.",Technical Issue,Low
TKT-11779,Urgent: Your service is completely down. We cannot access the platform at all. Thanks in advance.,Technical Issue,High
TKT-10928,"Hi support team, Double billing occurred on my account. Need immediate resolution.",Billing,High
TKT-10488,We would love a dark mode option for the web interface.,Feature Request,Medium
TKT-11811,"Hello, Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.",Technical Issue,Medium
TKT-11171,I suspect my account has been compromised with logins from unknown locations.,Account,High
TKT-10146,"Good morning, Dashboard widgets are not loading properly on Chrome browser.",Technical Issue,Medium
TKT-11704,I forgot my password and the reset email is not arriving.,Account,Medium
TKT-11928,"Hello, I would like to downgrade my plan and understand the billing impact. Thanks in advance.",Billing,Medium
TKT-10402,"Hello, The mobile app crashes whenever I try to upload an image. Please help.",Technical Issue,Medium
TKT-10954,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. Please help.,General Query,High
TKT-11877,"Hello, The export feature is not working correctly. Files download but are empty. Please help.",Technical Issue,Medium
TKT-10659,How do I add a team member with limited permissions to my account? Thanks in advance.,Account,Medium
TKT-11372,"Hi support team, We need audit logs for compliance or we cannot use your service. Please help.",Feature Request,High
TKT-10463,"Good morning, Does your platform support GDPR compliance features? This is affecting my work.",General Query,Medium
TKT-11349,Urgent: I need to update my company details and billing address.,Account,Medium
TKT-10186,Where can I find my account ID? Please help.,Account,Low
TKT-11147,"Hello, Your service is completely down. We cannot access the platform at all. Please help.",Technical Issue,High
TKT-11224,"Hi support team, I need to transfer my account to a new email address.",Account,Medium
TKT-10608,When does my billing cycle reset each month?,Billing,Low
TKT-10143,"Hello, Your service is completely down. We cannot access the platform at all. Thanks in advance.",Technical Issue,High
TKT-10751,"Hi support team, I need to update my billing information and payment method. This is affecting my work.",Billing,Medium
TKT-11534,"Hello, Dashboard widgets are not loading properly on Chrome browser. Please help.",Technical Issue,Medium
TKT-10981,Login is broken for all users in our organization. This is affecting my work.,Technical Issue,High
TKT-10197,"Hi support team, I would like to downgrade my plan and understand the billing impact. Thanks in advance.",Billing,Medium
TKT-11633,I forgot my password and the reset email is not arriving.,Account,Medium
TKT-10883,Urgent: What payment methods do you accept? This is affecting my work.,Billing,Low
TKT-10279,I forgot my password and the reset email is not arriving. Thanks in advance.,Account,Medium
TKT-10293,Urgent: Do you have a public API documentation page? This is affecting my work.,General Query,Low
TKT-11823,"Good morning, API returning 500 errors for all requests. Our entire workflow is blocked. Please help.",Technical Issue,High
TKT-10400,"Good morning, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-10122,I suspect my account has been compromised with logins from unknown locations. Please help.,Account,High
TKT-11207,"Hi support team, I need to update my company details and billing address. Please help.",Account,Medium
TKT-10202,Urgent: My credit card was billed without authorization. This needs urgent attention. Thanks in advance.,Billing,High
TKT-11462,"Good morning, The mobile app crashes whenever I try to upload an image. Thanks in advance.",Technical Issue,Medium
TKT-10835,"Good morning, The export feature is not working correctly. Files download but are empty. Thanks in advance.",Technical Issue,Medium
TKT-10246,"Hello, Login is broken for all users in our organization. Please help.",Technical Issue,High
TKT-11439,Please add the ability to pin important messages. Please help.,Feature Request,Low
TKT-11753,Urgent: I have a question about my invoice from last month. This is affecting my work.,Billing,Medium
TKT-11901,Can I get a receipt for my last payment?,Billing,Low
TKT-11707,"Good morning, It would be great to have a calendar view for task management. Thanks in advance.",Feature Request,Medium
TKT-11880,"Good morning, Double billing occurred on my account. Need immediate resolution. Please help.",Billing,High
TKT-11153,"Hi support team, Legal team needs your data processing agreement urgently for contract signing.",General Query,High
TKT-11661,"Hi support team, What is your uptime SLA and how do you handle planned maintenance?",General Query,Medium
TKT-11426,Dashboard widgets are not loading properly on Chrome browser. Please help.,Technical Issue,Medium
TKT-10384,"Good morning, Dark mode has a small color inconsistency on the settings page. Please help.",Technical Issue,Low
TKT-11758,"Hello, Please add the ability to export reports in Excel format. Please help.",Feature Request,Medium
TKT-10854,Login is broken for all users in our organization. This is affecting my work.,Technical Issue,High
TKT-11589,"Good morning, Double billing occurred on my account. Need immediate resolution. Please help.",Billing,High
TKT-10219,"Hello, We would love a dark mode option for the web interface.",Feature Request,Medium
TKT-10641,The export feature is not working correctly. Files download but are empty.,Technical Issue,Medium
TKT-10001,Double billing occurred on my account. Need immediate resolution. Please help.,Billing,High
TKT-10112,"Hi support team, Do you offer a free trial for new users?",General Query,Low
TKT-10698,"Hi support team, Could you add drag and drop support for file attachments?",Feature Request,Low
TKT-11915,"Hello, I suspect my account has been compromised with logins from unknown locations.",Account,High
TKT-10951,"Good morning, I forgot my password and the reset email is not arriving.",Account,Medium
TKT-11648,Urgent: Legal team needs your data processing agreement urgently for contract signing. Please help.,General Query,High
TKT-11636,Dark mode has a small color inconsistency on the settings page. Thanks in advance.,Technical Issue,Low
TKT-11885,Urgent: I need to transfer my account to a new email address. Please help.,Account,Medium
TKT-11410,"Good morning, All admin users have been accidentally removed and we are locked out.",Account,High
TKT-11409,"Good morning, Minor lag when switching between tabs in the dashboard. Please help.",Technical Issue,Low
TKT-11533,"Hi support team, I need to update my company details and billing address.",Account,Medium
TKT-11291,"The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-11808,"Good morning, What is your uptime SLA and how do you handle planned maintenance? Thanks in advance.",General Query,Medium
TKT-10441,"Hello, Legal team needs your data processing agreement urgently for contract signing. This is affecting my work.",General Query,High
TKT-11520,"Hello, Notification emails are arriving with some formatting issues. Thanks in advance.",Technical Issue,Low
TKT-11136,"Hello, The UI looks slightly broken on Safari, minor layout issue. Thanks in advance.",Technical Issue,Low
TKT-11715,Urgent: I forgot my password and the reset email is not arriving.,Account,Medium
TKT-11256,"Hi support team, Notification emails are arriving with some formatting issues. Thanks in advance.",Technical Issue,Low
TKT-11863,Can I add a profile picture to my account?,Account,Low
TKT-11631,"Hi support team, The mobile app crashes whenever I try to upload an image. Thanks in advance.",Technical Issue,Medium
TKT-11695,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow.,General Query,High
TKT-11397,Urgent: My account has been locked and I cannot access critical business data.,Account,High
TKT-10663,"Hello, Double billing occurred on my account. Need immediate resolution. This is affecting my work.",Billing,High
TKT-11835,"Hi support team, When does my billing cycle reset each month?",Billing,Low
TKT-11257,"Good morning, Minor lag when switching between tabs in the dashboard. Please help.",Technical Issue,Low
TKT-11773,"Hello, How do I update my notification preferences?",Account,Low
TKT-11700,What is your uptime SLA and how do you handle planned maintenance? Thanks in advance.,General Query,Medium
TKT-10317,"Good morning, I need to update my billing information and payment method. Please help.",Billing,Medium
TKT-10648,I forgot my password and the reset email is not arriving.,Account,Medium
TKT-11434,Urgent: API returning 500 errors for all requests. Our entire workflow is blocked.,Technical Issue,High
TKT-11479,Urgent: I forgot my password and the reset email is not arriving. This is affecting my work.,Account,Medium
TKT-10709,"Good morning, Would be nice to have more color themes available. This is affecting my work.",Feature Request,Low
TKT-11382,I suspect my account has been compromised with logins from unknown locations. Please help.,Account,High
TKT-11282,"Good morning, Your service is completely down. We cannot access the platform at all. Thanks in advance.",Technical Issue,High
TKT-10972,"Good morning, I suspect my account has been compromised with logins from unknown locations. Thanks in advance.",Account,High
TKT-10627,"Hi support team, Dashboard widgets are not loading properly on Chrome browser.",Technical Issue,Medium
TKT-10632,The export feature is not working correctly. Files download but are empty. This is affecting my work.,Technical Issue,Medium
TKT-11306,I would like to downgrade my plan and understand the billing impact.,Billing,Medium
TKT-11400,"Hi support team, Can I get a receipt for my last payment?",Billing,Low
TKT-11408,Does your platform support GDPR compliance features? Please help.,General Query,Medium
TKT-11248,API returning 500 errors for all requests. Our entire workflow is blocked.,Technical Issue,High
TKT-11952,"Good morning, How do I add a team member with limited permissions to my account? This is affecting my work.",Account,Medium
TKT-11254,"Hi support team, I need to update my billing information and payment method.",Billing,Medium
TKT-11496,"Good morning, I forgot my password and the reset email is not arriving.",Account,Medium
TKT-11371,"Hello, What languages does your platform support?",General Query,Low
TKT-11529,Urgent: Critical bug: all our user data appears corrupted after the last update.,Technical Issue,High
TKT-11663,I need to update my company details and billing address.,Account,Medium
TKT-11354,The export feature is not working correctly. Files download but are empty. Thanks in advance.,Technical Issue,Medium
TKT-11925,Your service is completely down. We cannot access the platform at all. Please help.,Technical Issue,High
TKT-11900,"Good morning, Can I add a profile picture to my account?",Account,Low
TKT-11643,"Hello, What integrations do you support with third-party tools?",General Query,Medium
TKT-11848,"Hello, Dark mode has a small color inconsistency on the settings page.",Technical Issue,Low
TKT-10795,Urgent: Please add the ability to export reports in Excel format.,Feature Request,Medium
TKT-10645,"Hi support team, Minor lag when switching between tabs in the dashboard.",Technical Issue,Low
TKT-11012,I need to update my billing information and payment method. This is affecting my work.,Billing,Medium
TKT-11839,"Hi support team, What languages does your platform support? This is affecting my work.",General Query,Low
TKT-10556,"Good morning, How do I add a team member with limited permissions to my account? Please help.",Account,Medium
TKT-10681,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow. Please help.,General Query,High
TKT-10577,Can I add a profile picture to my account? Please help.,Account,Low
TKT-11109,Urgent: What languages does your platform support? Thanks in advance.,General Query,Low
TKT-11266,Critical bug: all our user data appears corrupted after the last update. Please help.,Technical Issue,High
TKT-11722,Where can I find my account ID? Thanks in advance.,Account,Low
TKT-11183,"Hi support team, When does my billing cycle reset each month?",Billing,Low
TKT-10524,"Hi support team, Can you add keyboard shortcuts for common actions? Please help.",Feature Request,Medium
TKT-11059,"Hello, What languages does your platform support?",General Query,Low
TKT-10540,Can you add keyboard shortcuts for common actions?,Feature Request,Medium
TKT-11194,Legal team needs your data processing agreement urgently for contract signing.,General Query,High
TKT-11678,"Hi support team, Login is broken for all users in our organization.",Technical Issue,High
TKT-10748,Critical bug: all our user data appears corrupted after the last update. Thanks in advance.,Technical Issue,High
TKT-11851,"Good morning, Minor lag when switching between tabs in the dashboard.",Technical Issue,Low
TKT-11430,Urgent: Does your platform support GDPR compliance features?,General Query,Medium
TKT-10484,Urgent: The export feature is not working correctly. Files download but are empty. Please help.,Technical Issue,Medium
TKT-11757,The export feature is not working correctly. Files download but are empty. Thanks in advance.,Technical Issue,Medium
TKT-10095,"Hello, Can I get a receipt for my last payment?",Billing,Low
TKT-11020,I forgot my password and the reset email is not arriving.,Account,Medium
TKT-10563,Urgent: Could you add drag and drop support for file attachments? Thanks in advance.,Feature Request,Low
TKT-11264,I need to update my company details and billing address.,Account,Medium
TKT-10742,"Hello, I forgot my password and the reset email is not arriving.",Account,Medium
TKT-10863,"Good morning, Can I get a receipt for my last payment? This is affecting my work.",Billing,Low
TKT-11598,"Hello, Where can I find my account ID? This is affecting my work.",Account,Low
TKT-11714,"Hello, Can I get a receipt for my last payment?",Billing,Low
TKT-11484,"Good morning, How do I update my notification preferences?",Account,Low
TKT-10891,"Hi support team, Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.",Technical Issue,Medium
TKT-11577,Urgent: How do I add a team member with limited permissions to my account?,Account,Medium
TKT-11038,"Hi support team, We need audit logs for compliance or we cannot use your service. This is affecting my work.",Feature Request,High
TKT-10206,"Hello, Does your platform support GDPR compliance features? This is affecting my work.",General Query,Medium
TKT-10392,Dashboard widgets are not loading properly on Chrome browser.,Technical Issue,Medium
TKT-10794,"Hi support team, I have a question about my invoice from last month.",Billing,Medium
TKT-10870,"Hello, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-10397,"Good morning, I forgot my password and the reset email is not arriving.",Account,Medium
TKT-10766,I was charged twice for my subscription this month. Please refund immediately. Thanks in advance.,Billing,High
TKT-11841,"Hello, Please add the ability to export reports in Excel format. This is affecting my work.",Feature Request,Medium
TKT-11241,Urgent: Dark mode has a small color inconsistency on the settings page. This is affecting my work.,Technical Issue,Low
TKT-11028,Critical bug: all our user data appears corrupted after the last update.,Technical Issue,High
TKT-11792,"Hello, Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.",Technical Issue,Medium
TKT-10642,"Hi support team, The UI looks slightly broken on Safari, minor layout issue. Thanks in advance.",Technical Issue,Low
TKT-11891,Urgent: Do you offer annual billing discounts? This is affecting my work.,Billing,Low
TKT-10612,"Hello, I keep getting a 404 error when trying to access the reports section. Please help.",Technical Issue,Medium
TKT-11762,I keep getting a 404 error when trying to access the reports section.,Technical Issue,Medium
TKT-10960,Do you offer annual billing discounts?,Billing,Low
TKT-11570,Urgent: I would like to downgrade my plan and understand the billing impact. Thanks in advance.,Billing,Medium
TKT-10725,How do I update my notification preferences?,Account,Low
TKT-10683,"Hello, Dashboard widgets are not loading properly on Chrome browser. Please help.",Technical Issue,Medium
TKT-10098,Is there a mobile app available for iOS and Android? This is affecting my work.,General Query,Low
TKT-10804,I have a question about my invoice from last month.,Billing,Medium
TKT-11751,"Hello, Do you offer annual billing discounts? Please help.",Billing,Low
TKT-11597,"Hello, What are your customer support hours?",General Query,Low
TKT-10406,We need audit logs for compliance or we cannot use your service. Thanks in advance.,Feature Request,High
TKT-10502,"Hi support team, Dashboard widgets are not loading properly on Chrome browser. Please help.",Technical Issue,Medium
TKT-11071,Dark mode has a small color inconsistency on the settings page.,Technical Issue,Low
TKT-11056,"Hi support team, Can you explain how your data backup and recovery process works?",General Query,Medium
TKT-10929,I have a question about my invoice from last month. This is affecting my work.,Billing,Medium
TKT-10779,"Hi support team, What is your uptime SLA and how do you handle planned maintenance? Thanks in advance.",General Query,Medium
TKT-10200,I need to transfer my account to a new email address.,Account,Medium
TKT-10134,"Good morning, The mobile app crashes whenever I try to upload an image.",Technical Issue,Medium
TKT-11051,Urgent: Double billing occurred on my account. Need immediate resolution. Please help.,Billing,High
TKT-10040,Urgent: We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow.,General Query,High
TKT-11017,"Hi support team, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-10230,Login is broken for all users in our organization. Please help.,Technical Issue,High
TKT-11513,"Hello, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-11796,"Hello, Our entire team is blocked without bulk export functionality. This is business critical.",Feature Request,High
TKT-10378,"Hello, How do I add a team member with limited permissions to my account?",Account,Medium
TKT-10288,All admin users have been accidentally removed and we are locked out. This is affecting my work.,Account,High
TKT-10418,API returning 500 errors for all requests. Our entire workflow is blocked. Thanks in advance.,Technical Issue,High
TKT-11698,I need to update my company details and billing address.,Account,Medium
TKT-10391,Urgent: Do you have a public API documentation page? Thanks in advance.,General Query,Low
TKT-10592,What are your customer support hours?,General Query,Low
TKT-11522,"Hi support team, Login is broken for all users in our organization. Please help.",Technical Issue,High
TKT-11162,What integrations do you support with third-party tools? This is affecting my work.,General Query,Medium
TKT-11086,Double billing occurred on my account. Need immediate resolution. This is affecting my work.,Billing,High
TKT-11495,"Hi support team, Does your platform support GDPR compliance features? This is affecting my work.",General Query,Medium
TKT-10647,"The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-11152,"Good morning, It would be great to have a calendar view for task management.",Feature Request,Medium
TKT-11367,"Hi support team, The UI looks slightly broken on Safari, minor layout issue. Please help.",Technical Issue,Low
TKT-10520,How do I change my display name on my profile?,Account,Low
TKT-11862,All admin users have been accidentally removed and we are locked out. Please help.,Account,High
TKT-10064,"Hi support team, The UI looks slightly broken on Safari, minor layout issue.",Technical Issue,Low
TKT-11836,We need audit logs for compliance or we cannot use your service. This is affecting my work.,Feature Request,High
TKT-10014,Urgent: I keep getting a 404 error when trying to access the reports section. This is affecting my work.,Technical Issue,Medium
TKT-11180,"Hello, Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.",Technical Issue,Medium
TKT-11064,"Hello, Double billing occurred on my account. Need immediate resolution. Thanks in advance.",Billing,High
TKT-10492,Urgent: Notification emails are arriving with some formatting issues. Please help.,Technical Issue,Low
TKT-10379,"Hi support team, The export feature is not working correctly. Files download but are empty. Thanks in advance.",Technical Issue,Medium
TKT-10187,"Good morning, All admin users have been accidentally removed and we are locked out. Thanks in advance.",Account,High
TKT-10763,"Good morning, I have a question about my invoice from last month.",Billing,Medium
